Task_id,Task_name,Task_message1,Game_player_dialogue1,Task_message2,Game_player_dialogue2,Task_message3,Game_player_dialogue3,Task_message4,Game_player_dialogue4,Task_Need_Npc1,Task_message5,Game_player_dialogue5,Task_message6,Game_player_dialogue6,Task_message7,Game_player_dialogue7,Task_message8,Game_player_dialogue8,Task_Need_Npc2,Task_message9,Game_player_dialogue9,Task_message10,Game_player_dialogue10,Task_message11,Game_player_dialogue11,Task_message12,Game_player_dialogue12,Task_Need_Npc3,Task_message13,Game_player_dialogue13,Task_message14,Game_player_dialogue14,Task_message15,Game_player_dialogue15,Task_message16,Game_player_dialogue16,Task_Need_Npc4,Task_Need_Monster_1,Task_Need_Monster_1_num,Task_Need_Monster_2,Task_Need_Monster_2_num,Task_Need_Monster_3,Task_Need_Monster_3_num,Task_Need_Item_1,Task_Need_Item_1_num,Task_Need_Item_2,Task_Need_Item_2_num,Task_Need_Item_3,Task_Need_Item_3_num,Task_Exp,Task_Money,Task_ZY,Task_Item_1,Task_Item_1_num,Task_Item_2,Task_Item_2_num,Task_Item_3,Task_Item_3_num,Task_Item_4,Task_Item_4_num,Task_Level,Task_Q1MissionID,Task_Q2MissionID,Task_Type,Task_Over_Missage,Game_player_dialogue17,Task_Over_Npc_ID,Copy_Id,,
1016,独角兽的哀嚎,你能帮忙收集一些腐化水晶独角兽身上的水晶吗，只有研究了这些受到污染的水晶，才能知道到底谁是幕后黑手。,在洞窟中看到难受哀嚎的它们，我心里也不好受，我立刻出发！,,0,0,0,0,0,1002,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012,0,0,0,0,0,40010,2,0,0,0,0,123800,123800,0,0,0,0,0,0,0,0,0,0,1015,0,3,果不其然，这些水晶上弥漫着邪恶的死亡气息。。。。（陷入沉思),0,1002,1005,,
1017,大自然的使者,离水晶洞窟不远处有个死亡森林，那世代居住着大自然的使者——树人，请你问我去看一下他们的情况。。,义不容辞！,,0,0,0,0,0,1002,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014,2,0,0,0,0,,0,0,0,0,0,146580,146580,0,0,0,0,0,0,0,0,0,0,1016,0,2,连他们也抵御不住魔族的污染。。。。。。。。。。。。。。。,0,1002,1006,,
1018,初探紫晶之窟,魔族可能藏匿在死亡森林北边的紫晶之窟中，请你去探索一下，千万要小心!,一定要找出可恶的魔族！,,0,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017,3,0,0,0,0,,0,0,0,0,0,171975,171975,0,0,0,0,0,0,0,0,0,0,1017,0,2,真是令人毛骨悚然的怪物。。。。。。,0,1010,1007,,
1019,罪魁祸首,就是恶魔巫师捣的鬼。。。请务必除掉他。,绝对不会放过他！,,0,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018,1,0,0,0,0,,0,0,0,0,0,200115,200115,0,0,0,0,0,0,0,0,0,0,1018,0,2,终于干掉他了！,0,1010,1007,,
1020,勇猛的巨熊,在斯特拉隆姆高地上存在着巨大的熊，他们勇猛善战，最近由于魔族的复苏，我很担心他们是否会被腐化，替我去调查一下吧，并把调查的信息告诉边境商人达夫。,他们不发威是不是就和HELLO KITTY一样。。。,你去见识下就知道了。,0,0,0,0,0,1002,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,,0,0,0,0,0,231140,231140,0,0,0,0,0,0,0,0,0,0,1019,0,5,不幸中的万幸。。他们暂时看起来还很正常。,确实！,1010,1008,,
1021,巨熊之血,一个远道而来的旅行者看上去中了魔族的毒，情况不妙，请帮我收集些巨熊的血，巨熊可以在小镇西方的斯特拉隆姆高地找到。,丧心病狂的魔族！,,0,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,0,0,0,0,0,40011,2,0,0,0,0,265175,265175,0,0,0,0,0,0,0,0,0,0,1020,0,3,真勇猛！巨熊都不是你的对手！,0,1010,1008,,
1022,巨熊之胆,有了巨熊之血，还需要巨熊之胆，去带点回来吧。,熊胆、熊血，这些都是大补的东西啊。。他们中毒的躯体能承受的吗？,你放心绝对不会有副作用的！,好的，我就尝试相信你一次。,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,0,0,0,0,0,40012,2,0,0,0,0,302355,302355,0,0,0,0,0,0,0,0,0,0,1021,0,3,这样一来两味最重要的药就齐全了，太好了！,0,1010,1008,,
1023,蝙蝠的牙齿,有了两味主药，还需要点其他材料，比如蝙蝠的牙齿，走下斯特拉隆姆高地可以看见一个洞窟，那是秘银矿洞，可以在矿洞中找到蝙蝠。,蝙蝠牙齿还能能入药？元芳，你怎么看？,,0,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022,0,0,0,0,0,40013,3,0,0,0,0,342810,342810,0,0,0,0,0,0,0,0,0,0,1022,0,3,这样中毒的人就有希望了！,0,1010,1009,,
1024,变异的鳄鱼,在秘银矿洞中还有一种变异的鳄鱼，它的尾巴也是我需要的药材。你愿意再去一次吗,我这就动身！,,0,0,0,0,0,1010,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,0,0,0,0,0,40014,3,0,0,0,0,386670,386670,0,0,0,0,0,0,0,0,0,0,1023,0,3,药材差不多齐了！,你都快成高富帅了！,1010,1009,,
1025,鬼嚎森林,"黑魔犬的数量居然大为增加了，请你去彻底铲除他们！

",没问题！,,0,0,0,0,0,1012,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,3,0,0,,0,0,0,0,0,434065,434065,0,0,0,0,0,0,0,0,0,0,1024,0,2,果然身经百战！,0,1012,1010,,
1026,苦痛栈道,在苦痛栈道有凶猛的野兽，我需要确认他是否被腐化了，同时也为了再验证下你的实力，去打败他们！,GO！,,0,0,0,0,0,1012,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,,0,0,0,0,0,485120,485120,0,0,0,0,0,0,0,0,0,0,1025,0,5,看来你的实力已经达到一个新的境界了！,0,1012,1011,,
1027,地狱三头犬,苦痛栈道上有残暴的地狱三头犬和地狱三头犬头目，去清理掉它们保证栈道的安全！,马上！,,0,0,0,0,0,1012,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10027,2,10028,1,0,0,,0,0,0,0,0,539965,539965,0,0,0,0,0,0,0,0,0,0,1026,0,2,这样通过栈道的时候就有安全感了！,0,1012,1011,,
1028,狂怒利刃豹,苦痛栈道上有更加凶恶的 狂怒利刃豹，去击杀它！,好的！,,0,0,0,0,0,1012,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10029,1,0,0,0,0,,0,0,0,0,0,598720,598720,0,0,0,0,0,0,0,0,0,0,1027,0,2,不幸中的万幸，狂怒利刃豹没有被腐化！,0,1012,1011,,
1029,利齿,只有小茜走过全程的苦痛栈道，到达过其他的地方，你可以问她些外面的情况，不过她是个收藏谜，你需要给她狂怒利刃豹的牙齿，她才会告诉你具体的信息。,立刻动身！,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10029,0,0,0,0,0,40015,1,,,,,,,,,,,,,,,,,1028,0,3,挖，这个是。。是狂怒利刃豹的牙齿，好吧，作为回报，你有什么想知道的，我都会告诉你。, ,1003,1011,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
