Item_id,Item_Level,Item_Type,Item_ZL,Item_LevelType,Item_job,Item_Sex,Maxhp,Maxmp,AttackType,minAttack,maxAttack,minMagic,maxMagic,Defense,MagicDefense,Item_Miss,Item_Hits,Attack_Fatal,Attck_F_damage,money,Item_En_name,Weapon_type,StrengThen_Next,Name,Item_up_type,upexp,strengthenLevel
20011,60,3,0,0,0,0,45588,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_6,很好的宝石哦!,20012,十二级石榴石,8,276480,12
20012,65,3,0,0,0,0,63939,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_7,很好的宝石哦!,20013,十三级石榴石,8,552960,13
20013,70,3,0,0,0,0,89679,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_7,很好的宝石哦!,20014,十四级石榴石,8,1105920,14
20014,75,3,0,0,0,0,125781,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_8,很好的宝石哦!,20015,十五级石榴石,8,2211840,15
20015,80,3,0,0,0,0,176412,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_8,很好的宝石哦!,20016,十六级石榴石,8,4423680,16
20016,85,3,0,0,0,0,247428,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_9,很好的宝石哦!,20017,十七级石榴石,8,8847360,17
20017,90,3,0,0,0,0,347031,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_9,很好的宝石哦!,20018,十八级石榴石,8,17694720,18
20018,95,3,0,0,0,0,486729,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_10,很好的宝石哦!,20019,十九级石榴石,8,35389440,19
20019,100,3,0,0,0,0,682665,0,0,0,0,0,0,0,0,0,0,0,0,0,I011a_10,很好的宝石哦!,20020,二十级石榴石,8,70778880,20
20020,5,3,0,0,0,0,0,0,0,393,413,0,0,0,0,0,0,0,0,0,I012a_1,很好的宝石哦!,20021,一级紫罗兰宝石,1,90,1
20021,10,3,0,0,0,0,0,0,0,552,580,0,0,0,0,0,0,0,0,0,I012a_1,很好的宝石哦!,20022,二级紫罗兰宝石,1,270,2
20022,15,3,0,0,0,0,0,0,0,777,816,0,0,0,0,0,0,0,0,0,I012a_2,很好的宝石哦!,20023,三级紫罗兰宝石,1,540,3
20023,20,3,0,0,0,0,0,0,0,1089,1143,0,0,0,0,0,0,0,0,0,I012a_2,很好的宝石哦!,20024,四级紫罗兰宝石,1,1080,4
20024,25,3,0,0,0,0,0,0,0,1524,1600,0,0,0,0,0,0,0,0,0,I012a_3,很好的宝石哦!,20025,五级紫罗兰宝石,1,2160,5
20025,30,3,0,0,0,0,0,0,0,2142,2249,0,0,0,0,0,0,0,0,0,I012a_3,很好的宝石哦!,20026,六级紫罗兰宝石,1,4320,6
20026,35,3,0,0,0,0,0,0,0,3000,3150,0,0,0,0,0,0,0,0,0,I012a_4,很好的宝石哦!,20027,七级紫罗兰宝石,1,8640,7
20027,40,3,0,0,0,0,0,0,0,4209,4419,0,0,0,0,0,0,0,0,0,I012a_4,很好的宝石哦!,20028,八级紫罗兰宝石,1,17280,8
20028,45,3,0,0,0,0,0,0,0,5901,6196,0,0,0,0,0,0,0,0,0,I012a_5,很好的宝石哦!,20029,九级紫罗兰宝石,1,34560,9
20029,50,3,0,0,0,0,0,0,0,8280,8694,0,0,0,0,0,0,0,0,0,I012a_5,很好的宝石哦!,20030,十级紫罗兰宝石,1,69120,10
20030,55,3,0,0,0,0,0,0,0,11613,12194,0,0,0,0,0,0,0,0,0,I012a_6,很好的宝石哦!,20031,十一级紫罗兰宝石,1,138240,11
20031,60,3,0,0,0,0,0,0,0,16287,17101,0,0,0,0,0,0,0,0,0,I012a_6,很好的宝石哦!,20032,十二级紫罗兰宝石,1,276480,12
20032,65,3,0,0,0,0,0,0,0,22845,23987,0,0,0,0,0,0,0,0,0,I012a_7,很好的宝石哦!,20033,十三级紫罗兰宝石,1,552960,13
20033,70,3,0,0,0,0,0,0,0,32040,33642,0,0,0,0,0,0,0,0,0,I012a_7,很好的宝石哦!,20034,十四级紫罗兰宝石,1,1105920,14
20034,75,3,0,0,0,0,0,0,0,44940,47187,0,0,0,0,0,0,0,0,0,I012a_8,很好的宝石哦!,20035,十五级紫罗兰宝石,1,2211840,15
20035,80,3,0,0,0,0,0,0,0,63036,66188,0,0,0,0,0,0,0,0,0,I012a_8,很好的宝石哦!,20036,十六级紫罗兰宝石,1,4423680,16
20036,85,3,0,0,0,0,0,0,0,88413,92834,0,0,0,0,0,0,0,0,0,I012a_9,很好的宝石哦!,20037,十七级紫罗兰宝石,1,8847360,17
20037,90,3,0,0,0,0,0,0,0,124002,130202,0,0,0,0,0,0,0,0,0,I012a_9,很好的宝石哦!,20038,十八级紫罗兰宝石,1,17694720,18
20038,95,3,0,0,0,0,0,0,0,173922,182618,0,0,0,0,0,0,0,0,0,I012a_10,很好的宝石哦!,20039,十九级紫罗兰宝石,1,35389440,19
20039,100,3,0,0,0,0,0,0,0,243930,256127,0,0,0,0,0,0,0,0,0,I012a_10,很好的宝石哦!,20040,二十级紫罗兰宝石,1,70778880,20
20040,5,3,0,0,0,0,0,0,0,0,0,393,413,0,0,0,0,0,0,0,I013a_1,很好的宝石哦!,20041,一级紫水晶,1,90,1
20041,10,3,0,0,0,0,0,0,0,0,0,552,580,0,0,0,0,0,0,0,I013a_1,很好的宝石哦!,20042,二级紫水晶,1,270,2
20042,15,3,0,0,0,0,0,0,0,0,0,777,816,0,0,0,0,0,0,0,I013a_2,很好的宝石哦!,20043,三级紫水晶,1,540,3
20043,20,3,0,0,0,0,0,0,0,0,0,1089,1143,0,0,0,0,0,0,0,I013a_2,很好的宝石哦!,20044,四级紫水晶,1,1080,4
20044,25,3,0,0,0,0,0,0,0,0,0,1524,1600,0,0,0,0,0,0,0,I013a_3,很好的宝石哦!,20045,五级紫水晶,1,2160,5
20045,30,3,0,0,0,0,0,0,0,0,0,2142,2249,0,0,0,0,0,0,0,I013a_3,很好的宝石哦!,20046,六级紫水晶,1,4320,6
20046,35,3,0,0,0,0,0,0,0,0,0,3000,3150,0,0,0,0,0,0,0,I013a_4,很好的宝石哦!,20047,七级紫水晶,1,8640,7
20047,40,3,0,0,0,0,0,0,0,0,0,4209,4419,0,0,0,0,0,0,0,I013a_4,很好的宝石哦!,20048,八级紫水晶,1,17280,8
20048,45,3,0,0,0,0,0,0,0,0,0,5901,6196,0,0,0,0,0,0,0,I013a_5,很好的宝石哦!,20049,九级紫水晶,1,34560,9
20049,50,3,0,0,0,0,0,0,0,0,0,8280,8694,0,0,0,0,0,0,0,I013a_5,很好的宝石哦!,20050,十级紫水晶,1,69120,10
20050,55,3,0,0,0,0,0,0,0,0,0,11613,12194,0,0,0,0,0,0,0,I013a_6,很好的宝石哦!,20051,十一级紫水晶,1,138240,11
20051,60,3,0,0,0,0,0,0,0,0,0,16287,17101,0,0,0,0,0,0,0,I013a_6,很好的宝石哦!,20052,十二级紫水晶,1,276480,12
20052,65,3,0,0,0,0,0,0,0,0,0,22845,23987,0,0,0,0,0,0,0,I013a_7,很好的宝石哦!,20053,十三级紫水晶,1,552960,13
20053,70,3,0,0,0,0,0,0,0,0,0,32040,33642,0,0,0,0,0,0,0,I013a_7,很好的宝石哦!,20054,十四级紫水晶,1,1105920,14
20054,75,3,0,0,0,0,0,0,0,0,0,44940,47187,0,0,0,0,0,0,0,I013a_8,很好的宝石哦!,20055,十五级紫水晶,1,2211840,15
20055,80,3,0,0,0,0,0,0,0,0,0,63036,66188,0,0,0,0,0,0,0,I013a_8,很好的宝石哦!,20056,十六级紫水晶,1,4423680,16
20056,85,3,0,0,0,0,0,0,0,0,0,88413,92834,0,0,0,0,0,0,0,I013a_9,很好的宝石哦!,20057,十七级紫水晶,1,8847360,17
20057,90,3,0,0,0,0,0,0,0,0,0,124002,130202,0,0,0,0,0,0,0,I013a_9,很好的宝石哦!,20058,十八级紫水晶,1,17694720,18
20058,95,3,0,0,0,0,0,0,0,0,0,173922,182618,0,0,0,0,0,0,0,I013a_10,很好的宝石哦!,20059,十九级紫水晶,1,35389440,19
20059,100,3,0,0,0,0,0,0,0,0,0,243930,256127,0,0,0,0,0,0,0,I013a_10,很好的宝石哦!,20060,二十级紫水晶,1,70778880,20
20060,5,3,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,I014a_1,很好的宝石哦!,20061,一级金刚石,3,90,1
20061,10,3,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,I014a_1,很好的宝石哦!,20062,二级金刚石,3,270,2
20062,15,3,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,I014a_2,很好的宝石哦!,20063,三级金刚石,3,540,3
20063,20,3,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,I014a_2,很好的宝石哦!,20064,四级金刚石,3,1080,4
20064,25,3,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,I014a_3,很好的宝石哦!,20065,五级金刚石,3,2160,5
20065,30,3,0,0,0,0,0,0,0,0,0,0,0,1263,0,0,0,0,0,0,I014a_3,很好的宝石哦!,20066,六级金刚石,3,4320,6
20066,35,3,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,0,I014a_4,很好的宝石哦!,20067,七级金刚石,3,8640,7
20067,40,3,0,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,0,0,I014a_4,很好的宝石哦!,20068,八级金刚石,3,17280,8
20068,45,3,0,0,0,0,0,0,0,0,0,0,0,3483,0,0,0,0,0,0,I014a_5,很好的宝石哦!,20069,九级金刚石,3,34560,9
20069,50,3,0,0,0,0,0,0,0,0,0,0,0,4887,0,0,0,0,0,0,I014a_5,很好的宝石哦!,20070,十级金刚石,3,69120,10
20070,55,3,0,0,0,0,0,0,0,0,0,0,0,6858,0,0,0,0,0,0,I014a_6,很好的宝石哦!,20071,十一级金刚石,3,138240,11
20071,60,3,0,0,0,0,0,0,0,0,0,0,0,9618,0,0,0,0,0,0,I014a_6,很好的宝石哦!,20072,十二级金刚石,3,276480,12
20072,65,3,0,0,0,0,0,0,0,0,0,0,0,13488,0,0,0,0,0,0,I014a_7,很好的宝石哦!,20073,十三级金刚石,3,552960,13
20073,70,3,0,0,0,0,0,0,0,0,0,0,0,18921,0,0,0,0,0,0,I014a_7,很好的宝石哦!,20074,十四级金刚石,3,1105920,14
20074,75,3,0,0,0,0,0,0,0,0,0,0,0,26535,0,0,0,0,0,0,I014a_8,很好的宝石哦!,20075,十五级金刚石,3,2211840,15
20075,80,3,0,0,0,0,0,0,0,0,0,0,0,37215,0,0,0,0,0,0,I014a_8,很好的宝石哦!,20076,十六级金刚石,3,4423680,16
20076,85,3,0,0,0,0,0,0,0,0,0,0,0,52194,0,0,0,0,0,0,I014a_9,很好的宝石哦!,20077,十七级金刚石,3,8847360,17
20077,90,3,0,0,0,0,0,0,0,0,0,0,0,73203,0,0,0,0,0,0,I014a_9,很好的宝石哦!,20078,十八级金刚石,3,17694720,18
20078,95,3,0,0,0,0,0,0,0,0,0,0,0,102675,0,0,0,0,0,0,I014a_10,很好的宝石哦!,20079,十九级金刚石,3,35389440,19
20079,100,3,0,0,0,0,0,0,0,0,0,0,0,144006,0,0,0,0,0,0,I014a_10,很好的宝石哦!,20080,二十级金刚石,3,70778880,20
20080,5,3,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,I015a_1,很好的宝石哦!,20081,一级光辉宝石,2,90,1
20081,10,3,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,I015a_1,很好的宝石哦!,20082,二级光辉宝石,2,270,2
20082,15,3,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,I015a_2,很好的宝石哦!,20083,三级光辉宝石,2,540,3
20083,20,3,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,I015a_2,很好的宝石哦!,20084,四级光辉宝石,2,1080,4
20084,25,3,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,I015a_3,很好的宝石哦!,20085,五级光辉宝石,2,2160,5
20085,30,3,0,0,0,0,0,0,0,0,0,0,0,0,1263,0,0,0,0,0,I015a_3,很好的宝石哦!,20086,六级光辉宝石,2,4320,6
20086,35,3,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,I015a_4,很好的宝石哦!,20087,七级光辉宝石,2,8640,7
20087,40,3,0,0,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,0,I015a_4,很好的宝石哦!,20088,八级光辉宝石,2,17280,8
20088,45,3,0,0,0,0,0,0,0,0,0,0,0,0,3483,0,0,0,0,0,I015a_5,很好的宝石哦!,20089,九级光辉宝石,2,34560,9
20089,50,3,0,0,0,0,0,0,0,0,0,0,0,0,4887,0,0,0,0,0,I015a_5,很好的宝石哦!,20090,十级光辉宝石,2,69120,10
20090,55,3,0,0,0,0,0,0,0,0,0,0,0,0,6858,0,0,0,0,0,I015a_6,很好的宝石哦!,20091,十一级光辉宝石,2,138240,11
20091,60,3,0,0,0,0,0,0,0,0,0,0,0,0,9618,0,0,0,0,0,I015a_6,很好的宝石哦!,20092,十二级光辉宝石,2,276480,12
20092,65,3,0,0,0,0,0,0,0,0,0,0,0,0,13488,0,0,0,0,0,I015a_7,很好的宝石哦!,20093,十三级光辉宝石,2,552960,13
20093,70,3,0,0,0,0,0,0,0,0,0,0,0,0,18921,0,0,0,0,0,I015a_7,很好的宝石哦!,20094,十四级光辉宝石,2,1105920,14
20094,75,3,0,0,0,0,0,0,0,0,0,0,0,0,26535,0,0,0,0,0,I015a_8,很好的宝石哦!,20095,十五级光辉宝石,2,2211840,15
20095,80,3,0,0,0,0,0,0,0,0,0,0,0,0,37215,0,0,0,0,0,I015a_8,很好的宝石哦!,20096,十六级光辉宝石,2,4423680,16
20096,85,3,0,0,0,0,0,0,0,0,0,0,0,0,52194,0,0,0,0,0,I015a_9,很好的宝石哦!,20097,十七级光辉宝石,2,8847360,17
20097,90,3,0,0,0,0,0,0,0,0,0,0,0,0,73203,0,0,0,0,0,I015a_9,很好的宝石哦!,20098,十八级光辉宝石,2,17694720,18
20098,95,3,0,0,0,0,0,0,0,0,0,0,0,0,102675,0,0,0,0,0,I015a_10,很好的宝石哦!,20099,十九级光辉宝石,2,35389440,19
20099,100,3,0,0,0,0,0,0,0,0,0,0,0,0,144006,0,0,0,0,0,I015a_10,很好的宝石哦!,20100,二十级光辉宝石,2,70778880,20
20100,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,I017a_1,很好的宝石哦!,20101,一级骑士宝石,4,90,1
20101,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,I017a_1,很好的宝石哦!,20102,二级骑士宝石,4,270,2
20102,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,I017a_2,很好的宝石哦!,20103,三级骑士宝石,4,540,3
20103,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,I017a_2,很好的宝石哦!,20104,四级骑士宝石,4,1080,4
20104,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,I017a_3,很好的宝石哦!,20105,五级骑士宝石,4,2160,5
20105,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,I017a_3,很好的宝石哦!,20106,六级骑士宝石,4,4320,6
20106,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,I017a_4,很好的宝石哦!,20107,七级骑士宝石,4,8640,7
20107,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,I017a_4,很好的宝石哦!,20108,八级骑士宝石,4,17280,8
20108,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,I017a_5,很好的宝石哦!,20109,九级骑士宝石,4,34560,9
20109,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,0,0,0,0,I017a_5,很好的宝石哦!,20110,十级骑士宝石,4,69120,10
20110,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,0,0,0,0,I017a_6,很好的宝石哦!,20111,十一级骑士宝石,4,138240,11
20111,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,0,0,0,0,I017a_6,很好的宝石哦!,20112,十二级骑士宝石,4,276480,12
20112,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4548,0,0,0,0,I017a_7,很好的宝石哦!,20113,十三级骑士宝石,4,552960,13
20113,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6381,0,0,0,0,I017a_7,很好的宝石哦!,20114,十四级骑士宝石,4,1105920,14
20114,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,0,0,0,0,I017a_8,很好的宝石哦!,20115,十五级骑士宝石,4,2211840,15
20115,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12549,0,0,0,0,I017a_8,很好的宝石哦!,20116,十六级骑士宝石,4,4423680,16
20116,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17601,0,0,0,0,I017a_9,很好的宝石哦!,20117,十七级骑士宝石,4,8847360,17
20117,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24684,0,0,0,0,I017a_9,很好的宝石哦!,20118,十八级骑士宝石,4,17694720,18
20118,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34620,0,0,0,0,I017a_10,很好的宝石哦!,20119,十九级骑士宝石,4,35389440,19
20119,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48558,0,0,0,0,I017a_10,很好的宝石哦!,20120,二十级骑士宝石,4,70778880,20
20120,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,I016a_1,很好的宝石哦!,20121,一级冰晶石,5,90,1
20121,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,I016a_1,很好的宝石哦!,20122,二级冰晶石,5,270,2
20122,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,I016a_2,很好的宝石哦!,20123,三级冰晶石,5,540,3
20123,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,I016a_2,很好的宝石哦!,20124,四级冰晶石,5,1080,4
20124,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,I016a_3,很好的宝石哦!,20125,五级冰晶石,5,2160,5
20125,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,I016a_3,很好的宝石哦!,20126,六级冰晶石,5,4320,6
20126,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,0,I016a_4,很好的宝石哦!,20127,七级冰晶石,5,8640,7
20127,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,I016a_4,很好的宝石哦!,20128,八级冰晶石,5,17280,8
20128,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0,0,0,I016a_5,很好的宝石哦!,20129,九级冰晶石,5,34560,9
20129,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,0,0,0,I016a_5,很好的宝石哦!,20130,十级冰晶石,5,69120,10
20130,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566,0,0,0,I016a_6,很好的宝石哦!,20131,十一级冰晶石,5,138240,11
20131,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408,0,0,0,I016a_6,很好的宝石哦!,20132,十二级冰晶石,5,276480,12
20132,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8988,0,0,0,I016a_7,很好的宝石哦!,20133,十三级冰晶石,5,552960,13
20133,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12606,0,0,0,I016a_7,很好的宝石哦!,20134,十四级冰晶石,5,1105920,14
20134,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17682,0,0,0,I016a_8,很好的宝石哦!,20135,十五级冰晶石,5,2211840,15
20135,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24798,0,0,0,I016a_8,很好的宝石哦!,20136,十六级冰晶石,5,4423680,16
20136,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34779,0,0,0,I016a_9,很好的宝石哦!,20137,十七级冰晶石,5,8847360,17
20137,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48780,0,0,0,I016a_9,很好的宝石哦!,20138,十八级冰晶石,5,17694720,18
20138,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68415,0,0,0,I016a_10,很好的宝石哦!,20139,十九级冰晶石,5,35389440,19
20139,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95958,0,0,0,I016a_10,很好的宝石哦!,20140,二十级冰晶石,5,70778880,20
20140,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,I018a_1,很好的宝石哦!,20141,一级幸运宝石,6,90,1
20141,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,I018a_1,很好的宝石哦!,20142,二级幸运宝石,6,270,2
20142,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,I018a_2,很好的宝石哦!,20143,三级幸运宝石,6,540,3
20143,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,I018a_2,很好的宝石哦!,20144,四级幸运宝石,6,1080,4
20144,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,I018a_3,很好的宝石哦!,20145,五级幸运宝石,6,2160,5
20145,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,I018a_3,很好的宝石哦!,20146,六级幸运宝石,6,4320,6
20146,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,I018a_4,很好的宝石哦!,20147,七级幸运宝石,6,8640,7
20147,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,I018a_4,很好的宝石哦!,20148,八级幸运宝石,6,17280,8
20148,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,I018a_5,很好的宝石哦!,20149,九级幸运宝石,6,34560,9
20149,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,I018a_5,很好的宝石哦!,20150,十级幸运宝石,6,69120,10
20150,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,0,0,I018a_6,很好的宝石哦!,20151,十一级幸运宝石,6,138240,11
20151,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866,0,0,I018a_6,很好的宝石哦!,20152,十二级幸运宝石,6,276480,12
20152,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6828,0,0,I018a_7,很好的宝石哦!,20153,十三级幸运宝石,6,552960,13
20153,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9573,0,0,I018a_7,很好的宝石哦!,20154,十四级幸运宝石,6,1105920,14
20154,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428,0,0,I018a_8,很好的宝石哦!,20155,十五级幸运宝石,6,2211840,15
20155,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18834,0,0,I018a_8,很好的宝石哦!,20156,十六级幸运宝石,6,4423680,16
20156,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26412,0,0,I018a_9,很好的宝石哦!,20157,十七级幸运宝石,6,8847360,17
20157,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37044,0,0,I018a_9,很好的宝石哦!,20158,十八级幸运宝石,6,17694720,18
20158,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51957,0,0,I018a_10,很好的宝石哦!,20159,十九级幸运宝石,6,35389440,19
20159,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72870,0,0,I018a_10,很好的宝石哦!,20160,二十级幸运宝石,6,70778880,20
20160,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,I019a_1,很好的宝石哦!,20161,一级坚韧宝石,7,90,1
20161,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,I019a_1,很好的宝石哦!,20162,二级坚韧宝石,7,270,2
20162,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,I019a_2,很好的宝石哦!,20163,三级坚韧宝石,7,540,3
20163,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,I019a_2,很好的宝石哦!,20164,四级坚韧宝石,7,1080,4
20164,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,I019a_3,很好的宝石哦!,20165,五级坚韧宝石,7,2160,5
20165,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,I019a_3,很好的宝石哦!,20166,六级坚韧宝石,7,4320,6
20166,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,I019a_4,很好的宝石哦!,20167,七级坚韧宝石,7,8640,7
20167,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,I019a_4,很好的宝石哦!,20168,八级坚韧宝石,7,17280,8
20168,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0,I019a_5,很好的宝石哦!,20169,九级坚韧宝石,7,34560,9
20169,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,0,I019a_5,很好的宝石哦!,20170,十级坚韧宝石,7,69120,10
20170,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566,0,I019a_6,很好的宝石哦!,20171,十一级坚韧宝石,7,138240,11
20171,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408,0,I019a_6,很好的宝石哦!,20172,十二级坚韧宝石,7,276480,12
